Hydrogen,,,Helium,,,Nitrogen,,,Mystery Tube K,,,Mystery Tube I,,,Mercury Control,,,Mercury Clear Glasses,,,Mercury Sunglasses,,,Incandescant Bulb,,,CFL Bulb,,,Halogen Bulb,
620.259,140.28,,620.259,64.62,,620.259,3668.44,,620.259,1193.02,,620.259,167.15,,620.259,138.2,,620.259,-26.71,,620.259,36.12,,620.259,54929.19,,620.259,4502.24,,620.259,54634.44
620.5,56.11,,620.5,32.38,,620.5,4076.76,,620.5,1270.02,,620.5,158.19,,620.5,55.82,,620.5,43.13,,620.5,0.3,,620.5,54948.88,,620.5,4656.26,,620.5,55137.67
620.74,29.25,,620.74,64.62,,620.74,4517.31,,620.74,1146.45,,620.74,95.51,,620.74,125.66,,620.74,-8.81,,620.74,11.04,,620.74,55179.91,,620.74,4607.9,,620.74,55103.65
620.981,147.45,,620.981,52.08,,620.981,5016.97,,620.981,1278.98,,620.981,201.17,,620.981,116.7,,620.981,96.86,,620.981,107.75,,620.981,54952.47,,620.981,4659.84,,620.981,54989.03
621.221,-6.57,,621.221,52.08,,621.221,5509.45,,621.221,1282.56,,621.221,34.62,,621.221,80.89,,621.221,-21.34,,621.221,-62.38,,621.221,55016.94,,621.221,4581.04,,621.221,54802.78
621.462,29.25,,621.462,138.05,,621.462,5862.26,,621.462,1259.28,,621.462,99.09,,621.462,95.21,,621.462,50.29,,621.462,14.63,,621.462,54814.57,,621.462,4532.69,,621.462,54498.33
621.702,74.02,,621.702,111.18,,621.702,6306.39,,621.702,1259.28,,621.702,-2.98,,621.702,-17.61,,621.702,23.43,,621.702,11.04,,621.702,54755.47,,621.702,4652.67,,621.702,54797.41
621.943,120.59,,621.943,102.23,,621.943,6906.33,,621.943,1243.16,,621.943,106.26,,621.943,123.87,,621.943,62.83,,621.943,55.82,,621.943,54732.19,,621.943,4550.59,,621.943,54861.88
622.183,50.74,,622.183,78.95,,622.183,7065.72,,622.183,1187.64,,622.183,-20.89,,622.183,37.91,,622.183,25.22,,622.183,3.88,,622.183,54424.16,,622.183,4600.74,,622.183,54754.43
622.423,48.95,,622.423,71.78,,622.423,7026.32,,622.423,1200.18,,622.423,86.56,,622.423,27.16,,622.423,27.01,,622.423,0.3,,622.423,54327.45,,622.423,4482.54,,622.423,54274.47
622.664,88.35,,622.664,43.13,,622.664,7327.18,,622.664,1146.45,,622.664,75.81,,622.664,41.49,,622.664,-1.64,,622.664,-39.1,,622.664,54316.71,,622.664,4581.04,,622.664,54526.99
622.904,36.41,,622.904,182.82,,622.904,7391.66,,622.904,1278.98,,622.904,88.35,,622.904,177.59,,622.904,57.46,,622.904,59.4,,622.904,53806.31,,622.904,4711.77,,622.904,54372.97
623.144,63.28,,623.144,100.44,,623.144,7280.62,,623.144,1180.48,,623.144,75.81,,623.144,116.7,,623.144,69.99,,623.144,9.25,,623.144,54665.93,,623.144,4722.52,,623.144,54612.95
623.385,134.91,,623.385,102.23,,623.385,7592.23,,623.385,1207.34,,623.385,50.74,,623.385,80.89,,623.385,46.71,,623.385,-22.98,,623.385,54046.29,,623.385,4658.05,,623.385,54329.99
623.625,163.57,,623.625,116.56,,623.625,7676.4,,623.625,1359.57,,623.625,93.72,,623.625,114.91,,623.625,69.99,,623.625,79.1,,623.625,54563.85,,623.625,4828.18,,623.625,54537.73
623.865,158.19,,623.865,84.32,,623.865,7651.33,,623.865,1368.52,,623.865,84.77,,623.865,54.02,,623.865,19.85,,623.865,20,,623.865,54164.48,,623.865,4736.84,,623.865,54355.06
624.105,106.26,,624.105,68.2,,624.105,7748.04,,624.105,1409.71,,624.105,159.98,,624.105,68.35,,624.105,109.39,,624.105,100.59,,624.105,54105.39,,624.105,4774.45,,624.105,54632.65
624.346,27.46,,624.346,12.69,,624.346,7735.5,,624.346,1454.48,,624.346,31.04,,624.346,30.74,,624.346,19.85,,624.346,11.04,,624.346,54395.51,,624.346,4804.9,,624.346,54233.28
624.586,38.21,,624.586,-24.92,,624.586,7167.8,,624.586,1391.8,,624.586,-31.64,,624.586,23.58,,624.586,-32.09,,624.586,-126.85,,624.586,54221.79,,624.586,4772.66,,624.586,54342.53
624.826,-4.78,,624.826,3.73,,624.826,6977.97,,624.826,1465.23,,624.826,75.81,,624.826,36.12,,624.826,52.08,,624.826,-96.41,,624.826,54091.06,,624.826,4709.98,,624.826,54360.44
625.066,109.84,,625.066,141.63,,625.066,6424.59,,625.066,1526.12,,625.066,118.79,,625.066,105.96,,625.066,77.16,,625.066,113.12,,625.066,53517.98,,625.066,4905.19,,625.066,53538.43
625.306,70.44,,625.306,121.93,,625.306,6189.98,,625.306,1751.77,,625.306,88.35,,625.306,48.65,,625.306,10.89,,625.306,43.28,,625.306,54374.02,,625.306,4955.33,,625.306,54544.89
625.546,81.19,,625.546,112.97,,625.546,5462.89,,625.546,1544.03,,625.546,91.93,,625.546,45.07,,625.546,-80.44,,625.546,-1.49,,625.546,53867.2,,625.546,4785.2,,625.546,54082.85
625.787,115.21,,625.787,28.8,,625.787,5122.63,,625.787,1735.65,,625.787,113.42,,625.787,73.72,,625.787,43.13,,625.787,11.04,,625.787,53743.63,,625.787,4833.55,,625.787,53869.74
626.027,57.9,,626.027,39.55,,626.027,4931,,626.027,1825.19,,626.027,41.79,,626.027,-14.03,,626.027,57.46,,626.027,41.49,,626.027,54162.69,,626.027,4758.33,,626.027,54093.6
626.267,82.98,,626.267,112.97,,626.267,4886.23,,626.267,1812.66,,626.267,131.33,,626.267,43.28,,626.267,44.92,,626.267,-1.49,,626.267,53987.19,,626.267,4964.28,,626.267,53735.42
626.507,124.17,,626.507,59.25,,626.507,4458.22,,626.507,1957.72,,626.507,106.26,,626.507,-3.28,,626.507,82.53,,626.507,18.21,,626.507,53906.6,,626.507,4960.7,,626.507,54181.35
626.747,75.81,,626.747,48.5,,626.747,4517.31,,626.747,1939.81,,626.747,47.16,,626.747,98.8,,626.747,44.92,,626.747,-48.05,,626.747,53566.33,,626.747,4674.16,,626.747,53549.17
626.987,52.53,,626.987,1.94,,626.987,4651.63,,626.987,1936.23,,626.987,118.79,,626.987,84.47,,626.987,-48.2,,626.987,-26.56,,626.987,54300.59,,626.987,4727.89,,626.987,53776.61
627.227,124.17,,627.227,111.18,,627.227,4945.33,,627.227,2045.47,,627.227,100.89,,627.227,93.42,,627.227,52.08,,627.227,45.07,,627.227,53861.83,,627.227,4733.26,,627.227,53848.25
627.467,47.16,,627.467,12.69,,627.467,5274.85,,627.467,2185.16,,627.467,-1.19,,627.467,71.93,,627.467,7.31,,627.467,-19.4,,627.467,53591.41,,627.467,4688.49,,627.467,53579.62
627.707,100.89,,627.707,71.78,,627.707,5944.63,,627.707,2222.76,,627.707,104.47,,627.707,116.7,,627.707,21.64,,627.707,-33.73,,627.707,53876.16,,627.707,4629.39,,627.707,54197.47
627.947,7.76,,627.947,12.69,,627.947,6207.89,,627.947,2167.25,,627.947,81.19,,627.947,46.86,,627.947,-32.09,,627.947,-74.92,,627.947,53415.9,,627.947,4568.5,,627.947,53164.14
628.187,25.67,,628.187,43.13,,628.187,7298.53,,628.187,2330.22,,628.187,45.37,,628.187,25.37,,628.187,-7.01,,628.187,-57.01,,628.187,53381.88,,628.187,4466.42,,628.187,53726.47
628.427,90.14,,628.427,68.2,,628.427,7900.26,,628.427,2394.69,,628.427,133.12,,628.427,68.35,,628.427,-24.92,,628.427,-31.94,,628.427,53772.28,,628.427,4258.68,,628.427,53558.13
628.666,165.36,,628.666,84.32,,628.666,8906.73,,628.666,2532.58,,628.666,197.59,,628.666,139.99,,628.666,41.34,,628.666,111.33,,628.666,54309.54,,628.666,4647.3,,628.666,54079.27
628.906,31.04,,628.906,-41.04,,628.906,9069.7,,628.906,2301.56,,628.906,59.7,,628.906,-8.66,,628.906,-69.69,,628.906,-74.92,,628.906,53614.69,,628.906,4231.82,,628.906,53481.12
629.146,-4.78,,629.146,130.88,,629.146,9664.27,,629.146,2290.82,,629.146,131.33,,629.146,84.47,,629.146,25.22,,629.146,-12.24,,629.146,53917.34,,629.146,4412.7,,629.146,53867.95
629.386,25.67,,629.386,16.27,,629.386,9714.41,,629.386,2151.13,,629.386,-33.43,,629.386,5.67,,629.386,-76.86,,629.386,-49.85,,629.386,53532.31,,629.386,4518.36,,629.386,53461.42
629.626,47.16,,629.626,50.29,,629.626,10101.24,,629.626,2075.91,,629.626,138.49,,629.626,37.91,,629.626,61.04,,629.626,52.23,,629.626,53526.94,,629.626,4697.45,,629.626,53162.35
629.866,-22.68,,629.866,-37.46,,629.866,10178.25,,629.866,1828.77,,629.866,45.37,,629.866,91.63,,629.866,69.99,,629.866,-12.24,,629.866,53380.08,,629.866,4899.81,,629.866,53268.01
630.105,0.6,,630.105,61.04,,630.105,10371.66,,630.105,1656.85,,630.105,48.95,,630.105,54.02,,630.105,25.22,,630.105,-19.4,,630.105,53573.5,,630.105,5372.6,,630.105,53416.65
630.345,57.9,,630.345,139.84,,630.345,10604.47,,630.345,1719.53,,630.345,192.22,,630.345,139.99,,630.345,96.86,,630.345,104.17,,630.345,53376.5,,630.345,5823.9,,630.345,53617.23
630.585,172.52,,630.585,150.58,,630.585,10822.96,,630.585,1638.94,,630.585,127.75,,630.585,147.15,,630.585,89.69,,630.585,118.5,,630.585,53396.2,,630.585,6328.93,,630.585,53293.08
630.825,82.98,,630.825,69.99,,630.825,10815.79,,630.825,1504.63,,630.825,145.66,,630.825,95.21,,630.825,78.95,,630.825,54.02,,630.825,53625.43,,630.825,6629.79,,630.825,53156.97
631.064,113.42,,631.064,95.07,,631.064,10663.57,,631.064,1441.95,,631.064,267.44,,631.064,118.5,,631.064,130.88,,631.064,18.21,,631.064,53770.49,,631.064,7407.03,,631.064,53819.59
631.304,45.37,,631.304,50.29,,631.304,10903.55,,631.304,1427.62,,631.304,290.72,,631.304,98.8,,631.304,21.64,,631.304,71.93,,631.304,53440.97,,631.304,7424.94,,631.304,53352.18
631.544,124.17,,631.544,89.69,,631.544,10099.45,,631.544,1400.76,,631.544,376.68,,631.544,80.89,,631.544,-50,,631.544,55.82,,631.544,53206.37,,631.544,7686.4,,631.544,53456.05
631.783,63.28,,631.783,-1.64,,631.783,9821.86,,631.783,1182.27,,631.783,272.81,,631.783,62.98,,631.783,14.48,,631.783,12.83,,631.783,53532.31,,631.783,7516.27,,631.783,53191
632.023,65.07,,632.023,134.46,,632.023,9295.35,,632.023,1275.4,,632.023,267.44,,632.023,91.63,,632.023,19.85,,632.023,16.42,,632.023,53374.71,,632.023,7104.37,,632.023,53208.91
632.262,45.37,,632.262,14.48,,632.262,8432.15,,632.262,1227.04,,632.262,149.24,,632.262,113.12,,632.262,25.22,,632.262,-26.56,,632.262,52250.05,,632.262,6633.37,,632.262,52476.44
632.502,125.96,,632.502,145.21,,632.502,7989.81,,632.502,1187.64,,632.502,199.38,,632.502,111.33,,632.502,-12.39,,632.502,-28.36,,632.502,53507.24,,632.502,6241.17,,632.502,53248.31
632.742,-2.98,,632.742,-24.92,,632.742,7282.41,,632.742,1008.56,,632.742,74.02,,632.742,-22.98,,632.742,-44.62,,632.742,-22.98,,632.742,53347.85,,632.742,5351.11,,632.742,53361.13
632.981,34.62,,632.981,12.69,,632.981,6883.05,,632.981,996.02,,632.981,86.56,,632.981,11.04,,632.981,-51.79,,632.981,-15.82,,632.981,53091.76,,632.981,4636.56,,632.981,52931.32
633.221,-22.68,,633.221,98.65,,633.221,6623.37,,633.221,1096.31,,633.221,109.84,,633.221,-3.28,,633.221,80.74,,633.221,28.95,,633.221,53123.99,,633.221,4090.34,,633.221,53148.02
633.46,133.12,,633.46,16.27,,633.46,6259.83,,633.46,1105.26,,633.46,161.78,,633.46,75.51,,633.46,39.55,,633.46,97.01,,633.46,52783.73,,633.46,3452.79,,633.46,53076.38
633.7,29.25,,633.7,35.97,,633.7,6120.14,,633.7,1003.18,,633.7,36.41,,633.7,34.32,,633.7,7.31,,633.7,-42.68,,633.7,53369.34,,633.7,3028.36,,633.7,53443.51
633.939,25.67,,633.939,89.69,,633.939,6351.16,,633.939,1017.51,,633.939,213.71,,633.939,28.95,,633.939,91.48,,633.939,34.32,,633.939,53127.57,,633.939,2535.87,,633.939,53439.93
634.179,66.86,,634.179,-37.46,,634.179,6508.76,,634.179,1024.67,,634.179,86.56,,634.179,73.72,,634.179,-15.97,,634.179,-5.07,,634.179,52946.69,,634.179,2179.49,,634.179,53010.12
634.418,152.82,,634.418,73.57,,634.418,6888.42,,634.418,1135.71,,634.418,34.62,,634.418,116.7,,634.418,3.73,,634.418,57.61,,634.418,52640.46,,634.418,1944.88,,634.418,53142.65
634.657,-28.06,,634.657,-21.34,,634.657,7314.65,,634.657,1015.72,,634.657,84.77,,634.657,16.42,,634.657,-28.5,,634.657,-55.22,,634.657,52681.65,,634.657,1676.25,,634.657,52884.76
634.897,-69.25,,634.897,5.52,,634.897,8075.77,,634.897,1107.05,,634.897,29.25,,634.897,3.88,,634.897,-48.2,,634.897,7.46,,634.897,53303.08,,634.897,1404.04,,634.897,53047.73
635.136,115.21,,635.136,129.09,,635.136,9223.71,,635.136,1178.69,,635.136,165.36,,635.136,143.57,,635.136,98.65,,635.136,156.1,,635.136,53215.32,,635.136,1547.31,,635.136,52845.36
635.376,50.74,,635.376,1.94,,635.376,10090.49,,635.376,1160.78,,635.376,97.3,,635.376,131.03,,635.376,9.1,,635.376,46.86,,635.376,52966.39,,635.376,1258.98,,635.376,52931.32
635.615,86.56,,635.615,78.95,,635.615,10982.34,,635.615,1287.93,,635.615,104.47,,635.615,70.14,,635.615,89.69,,635.615,57.61,,635.615,52921.62,,635.615,1266.14,,635.615,52882.97
635.854,81.19,,635.854,1.94,,635.854,11815.1,,635.854,1193.02,,635.854,97.3,,635.854,45.07,,635.854,48.5,,635.854,-28.36,,635.854,52873.27,,635.854,1164.06,,635.854,52746.86
636.094,14.92,,636.094,62.83,,636.094,12194.76,,636.094,1270.02,,636.094,90.14,,636.094,12.83,,636.094,-92.98,,636.094,14.63,,636.094,52321.68,,636.094,1013.63,,636.094,52576.73
636.333,59.7,,636.333,44.92,,636.333,12791.12,,636.333,1277.19,,636.333,104.47,,636.333,86.26,,636.333,30.59,,636.333,77.31,,636.333,52907.3,,636.333,995.72,,636.333,52594.64
636.572,-22.68,,636.572,61.04,,636.572,12920.06,,636.572,1329.12,,636.572,66.86,,636.572,16.42,,636.572,-14.18,,636.572,73.72,,636.572,52719.25,,636.572,924.09,,636.572,52533.75
636.811,81.19,,636.811,84.32,,636.811,12989.91,,636.811,1407.92,,636.811,20.3,,636.811,-28.36,,636.811,18.06,,636.811,-96.41,,636.811,52481.07,,636.811,920.51,,636.811,52623.29
637.051,82.98,,637.051,14.48,,637.051,13122.43,,637.051,1406.13,,637.051,81.19,,637.051,73.72,,637.051,55.67,,637.051,54.02,,637.051,52174.83,,637.051,925.88,,637.051,52519.42
637.29,5.97,,637.29,-19.55,,637.29,13609.55,,637.29,1449.11,,637.29,13.13,,637.29,36.12,,637.29,-5.22,,637.29,68.35,,637.29,52669.11,,637.29,832.75,,637.29,53165.93
637.529,18.51,,637.529,-78.65,,637.529,13736.7,,637.529,1431.2,,637.529,45.37,,637.529,39.7,,637.529,-64.32,,637.529,2.09,,637.529,52051.26,,637.529,780.82,,637.529,52515.84
637.768,113.42,,637.768,64.62,,637.768,13890.71,,637.768,1560.14,,637.768,70.44,,637.768,80.89,,637.768,-1.64,,637.768,-6.86,,637.768,52380.78,,637.768,802.31,,637.768,52263.33
638.007,108.05,,638.007,69.99,,638.007,13806.54,,638.007,1703.41,,638.007,43.58,,638.007,136.4,,638.007,46.71,,638.007,66.56,,638.007,52404.06,,638.007,693.07,,638.007,52415.55
638.246,7.76,,638.246,73.57,,638.246,13794.01,,638.246,1556.56,,638.246,-15.52,,638.246,16.42,,638.246,-8.81,,638.246,-26.56,,638.246,52459.58,,638.246,675.16,,638.246,52517.63
638.486,-29.85,,638.486,7.31,,638.486,14066.22,,638.486,1603.12,,638.486,-2.98,,638.486,7.46,,638.486,-17.76,,638.486,-65.96,,638.486,52430.93,,638.486,675.16,,638.486,52693.14
638.725,18.51,,638.725,87.9,,638.725,13546.87,,638.725,1737.44,,638.725,134.91,,638.725,23.58,,638.725,48.5,,638.725,18.21,,638.725,52787.31,,638.725,601.73,,638.725,52841.78
638.964,-11.94,,638.964,73.57,,638.964,12620.99,,638.964,1719.53,,638.964,-28.06,,638.964,30.74,,638.964,-41.04,,638.964,86.26,,638.964,52171.25,,638.964,691.27,,638.964,51980.37
639.203,134.91,,639.203,105.81,,639.203,11893.9,,639.203,1726.69,,639.203,111.63,,639.203,104.17,,639.203,100.44,,639.203,100.59,,639.203,51922.32,,639.203,766.49,,639.203,52154.09
639.442,-47.76,,639.442,28.8,,639.442,11204.41,,639.442,1728.49,,639.442,-2.98,,639.442,-51.64,,639.442,-73.28,,639.442,-35.52,,639.442,52328.85,,639.442,596.36,,639.442,52218.56
639.681,91.93,,639.681,41.34,,639.681,9990.2,,639.681,1930.85,,639.681,70.44,,639.681,54.02,,639.681,-50,,639.681,-8.66,,639.681,51942.02,,639.681,660.83,,639.681,52127.22
639.92,100.89,,639.92,14.48,,639.92,9024.93,,639.92,1903.99,,639.92,36.41,,639.92,9.25,,639.92,37.76,,639.92,52.23,,639.92,52278.7,,639.92,594.57,,639.92,51435.95
640.159,-24.48,,640.159,25.22,,640.159,8586.16,,640.159,1945.18,,640.159,-13.73,,640.159,-30.15,,640.159,-35.67,,640.159,-67.75,,640.159,52561.66,,640.159,639.34,,640.159,52490.77
640.398,-51.34,,640.398,5.52,,640.398,8061.44,,640.398,1977.42,,640.398,20.3,,640.398,-33.73,,640.398,19.85,,640.398,-92.83,,640.398,52153.34,,640.398,590.99,,640.398,52180.95
640.637,61.49,,640.637,120.14,,640.637,8086.51,,640.637,1982.79,,640.637,74.02,,640.637,36.12,,640.637,48.5,,640.637,43.28,,640.637,52504.35,,640.637,635.76,,640.637,52374.36
640.876,77.6,,640.876,102.23,,640.876,7515.23,,640.876,2000.7,,640.876,111.63,,640.876,59.4,,640.876,116.56,,640.876,91.63,,640.876,52035.14,,640.876,635.76,,640.876,52263.33
641.114,13.13,,641.114,-15.97,,641.114,7547.46,,641.114,1834.15,,641.114,61.49,,641.114,138.2,,641.114,68.2,,641.114,0.3,,641.114,52135.43,,641.114,633.97,,641.114,51989.33
641.353,11.34,,641.353,64.62,,641.353,7447.17,,641.353,1900.41,,641.353,57.9,,641.353,118.5,,641.353,91.48,,641.353,73.72,,641.353,51467.44,,641.353,524.72,,641.353,51321.33
641.592,-58.5,,641.592,55.67,,641.592,8029.2,,641.592,1930.85,,641.592,65.07,,641.592,55.82,,641.592,52.08,,641.592,14.63,,641.592,52069.17,,641.592,499.65,,641.592,52025.14
641.831,57.9,,641.831,73.57,,641.831,8686.45,,641.831,1948.76,,641.831,156.4,,641.831,71.93,,641.831,59.25,,641.831,39.7,,641.831,51728.91,,641.831,676.95,,641.831,52114.69
642.07,5.97,,642.07,-24.92,,642.07,9479.81,,642.07,1925.48,,642.07,9.55,,642.07,105.96,,642.07,0.15,,642.07,-33.73,,642.07,51809.49,,642.07,472.79,,642.07,51557.73
642.309,66.86,,642.309,77.16,,642.309,10495.23,,642.309,1991.74,,642.309,13.13,,642.309,80.89,,642.309,93.27,,642.309,61.19,,642.309,52139.01,,642.309,632.18,,642.309,52001.86
642.548,18.51,,642.548,102.23,,642.548,11670.04,,642.548,2104.57,,642.548,61.49,,642.548,131.03,,642.548,98.65,,642.548,0.3,,642.548,52269.75,,642.548,553.38,,642.548,52368.99
642.786,66.86,,642.786,116.56,,642.786,12705.16,,642.786,2079.5,,642.786,40,,642.786,97.01,,642.786,100.44,,642.786,-14.03,,642.786,51531.91,,642.786,590.99,,642.786,51919.48
643.025,134.91,,643.025,175.65,,643.025,14116.36,,643.025,2160.08,,643.025,183.27,,643.025,172.22,,643.025,139.84,,643.025,131.03,,643.025,51920.53,,643.025,660.83,,643.025,51982.16
643.264,31.04,,643.264,-7.01,,643.264,15020.75,,643.264,2131.43,,643.264,56.11,,643.264,86.26,,643.264,44.92,,643.264,-71.34,,643.264,52104.99,,643.264,605.31,,643.264,51770.84
643.502,57.9,,643.502,55.67,,643.502,15475.63,,643.502,2160.08,,643.502,82.98,,643.502,113.12,,643.502,66.41,,643.502,70.14,,643.502,51546.24,,643.502,632.18,,643.502,51788.75
643.741,40,,643.741,18.06,,643.741,15701.28,,643.741,2127.85,,643.741,109.84,,643.741,59.4,,643.741,-23.13,,643.741,71.93,,643.741,51653.69,,643.741,667.99,,643.741,51575.64
643.98,57.9,,643.98,107.6,,643.98,16476.73,,643.98,2036.51,,643.98,120.59,,643.98,88.05,,643.98,105.81,,643.98,100.59,,643.98,52144.39,,643.98,650.08,,643.98,51858.59
644.219,-37.01,,644.219,25.22,,644.219,16290.48,,644.219,1979.21,,644.219,20.3,,644.219,50.44,,644.219,-42.83,,644.219,-46.26,,644.219,51659.06,,644.219,528.31,,644.219,52127.22
644.457,32.83,,644.457,73.57,,644.457,16544.78,,644.457,2183.37,,644.457,86.56,,644.457,97.01,,644.457,-21.34,,644.457,21.79,,644.457,51646.53,,644.457,660.83,,644.457,51473.56
644.696,-76.41,,644.696,-58.95,,644.696,17058.76,,644.696,2126.06,,644.696,23.88,,644.696,25.37,,644.696,-89.39,,644.696,-55.22,,644.696,51510.42,,644.696,582.03,,644.696,51840.69
644.934,65.07,,644.934,86.11,,644.934,17436.63,,644.934,2231.72,,644.934,127.75,,644.934,48.65,,644.934,-1.64,,644.934,71.93,,644.934,51854.27,,644.934,678.74,,644.934,51722.49
645.173,59.7,,645.173,123.72,,645.173,17420.51,,645.173,2348.13,,645.173,125.96,,645.173,70.14,,645.173,27.01,,645.173,97.01,,645.173,51408.34,,645.173,666.2,,645.173,51018.68
645.412,38.21,,645.412,86.11,,645.412,17399.02,,645.412,2276.49,,645.412,140.28,,645.412,86.26,,645.412,59.25,,645.412,-55.22,,645.412,51671.6,,645.412,737.84,,645.412,51461.02
645.65,25.67,,645.65,89.69,,645.65,17504.68,,645.65,2289.03,,645.65,79.4,,645.65,27.16,,645.65,30.59,,645.65,28.95,,645.65,51385.06,,645.65,592.78,,645.65,51564.89
645.889,14.92,,645.889,73.57,,645.889,17574.53,,645.889,2314.1,,645.889,74.02,,645.889,45.07,,645.889,43.13,,645.889,32.53,,645.889,51607.13,,645.889,542.63,,645.889,51539.82
646.127,120.59,,646.127,-69.69,,646.127,16797.29,,646.127,2247.84,,646.127,176.1,,646.127,75.51,,646.127,12.69,,646.127,39.7,,646.127,51757.56,,646.127,619.64,,646.127,51846.06
646.366,54.32,,646.366,161.33,,646.366,16372.86,,646.366,2349.92,,646.366,267.44,,646.366,122.08,,646.366,105.81,,646.366,91.63,,646.366,51492.51,,646.366,838.13,,646.366,51570.26
646.604,154.61,,646.604,52.08,,646.604,15387.88,,646.604,2160.08,,646.604,274.6,,646.604,111.33,,646.604,82.53,,646.604,68.35,,646.604,51286.56,,646.604,648.29,,646.604,51246.12
646.842,75.81,,646.842,-42.83,,646.842,13872.8,,646.842,2118.89,,646.842,312.21,,646.842,32.53,,646.842,-39.25,,646.842,-21.19,,646.842,51483.56,,646.842,637.55,,646.842,51258.65
647.081,-4.78,,647.081,121.93,,647.081,12330.87,,647.081,2027.56,,647.081,310.42,,647.081,-5.07,,647.081,1.94,,647.081,-40.89,,647.081,51300.89,,647.081,637.55,,647.081,51242.54
647.319,34.62,,647.319,86.11,,647.319,11344.1,,647.319,2045.47,,647.319,267.44,,647.319,16.42,,647.319,52.08,,647.319,34.32,,647.319,51623.24,,647.319,617.85,,647.319,51403.71
647.558,-28.06,,647.558,104.02,,647.558,10548.95,,647.558,1887.87,,647.558,156.4,,647.558,89.84,,647.558,-44.62,,647.558,-12.24,,647.558,50842.43,,647.558,612.48,,647.558,50689.16
647.796,-20.89,,647.796,-24.92,,647.796,9963.34,,647.796,1896.83,,647.796,152.82,,647.796,2.09,,647.796,-78.65,,647.796,-48.05,,647.796,51320.59,,647.796,542.63,,647.796,51722.49
648.034,57.9,,648.034,66.41,,648.034,9402.8,,648.034,1801.91,,648.034,199.38,,648.034,16.42,,648.034,3.73,,648.034,-3.28,,648.034,51530.12,,648.034,519.35,,648.034,51407.3
648.273,143.87,,648.273,55.67,,648.273,8824.35,,648.273,1988.16,,648.273,188.64,,648.273,45.07,,648.273,64.62,,648.273,43.28,,648.273,51213.14,,648.273,594.57,,648.273,51197.76
648.511,31.04,,648.511,55.67,,648.511,8521.69,,648.511,1814.45,,648.511,260.27,,648.511,59.4,,648.511,-35.67,,648.511,20,,648.511,50944.51,,648.511,650.08,,648.511,50848.54
648.749,-22.68,,648.749,-57.16,,648.749,8607.65,,648.749,1839.52,,648.749,165.36,,648.749,-62.38,,648.749,27.01,,648.749,0.3,,648.749,51832.78,,648.749,635.76,,648.749,51523.7
648.988,134.91,,648.988,-3.43,,648.988,8955.08,,648.988,1830.56,,648.988,185.06,,648.988,30.74,,648.988,27.01,,648.988,61.19,,648.988,50931.97,,648.988,673.37,,648.988,50878.99
