Hydrogen,,,Helium,,,Nitrogen,,,Mystery Tube K,,,Mystery Tube I,,,Mercury Control,,,Mercury Clear Glasses,,,Mercury Sunglasses,,,Incandescant Bulb,,,CFL Bulb,,,Halogen Bulb,
587.86,174.31,,587.86,60150.01,,587.86,16073.78,,587.86,2419.76,,587.86,238.78,,587.86,68.35,,587.86,98.65,,587.86,54.02,,587.86,53732.89,,587.86,9008.06,,587.86,53533.05
588.103,170.73,,588.103,58760.3,,588.103,16277.94,,588.103,2620.34,,588.103,174.31,,588.103,111.33,,588.103,84.32,,588.103,-8.66,,588.103,54107.18,,588.103,8798.53,,588.103,53991.52
588.346,172.52,,588.346,51485.79,,588.346,16378.23,,588.346,2566.61,,588.346,186.85,,588.346,123.87,,588.346,71.78,,588.346,80.89,,588.346,53863.62,,588.346,8320.37,,588.346,53593.94
588.589,199.38,,588.589,38992.7,,588.589,16498.22,,588.589,2580.94,,588.589,233.41,,588.589,165.06,,588.589,95.07,,588.589,68.35,,588.589,53944.21,,588.589,7899.52,,588.589,53547.38
588.832,222.66,,588.832,29699.89,,588.832,16874.3,,588.832,2708.09,,588.832,186.85,,588.832,46.86,,588.832,27.01,,588.832,12.83,,588.832,54101.8,,588.832,7125.86,,588.832,53955.7
589.075,197.59,,589.075,23601.99,,589.075,16655.81,,589.075,2747.49,,589.075,202.96,,589.075,195.5,,589.075,19.85,,589.075,52.23,,589.075,53220.7,,589.075,6345.04,,589.075,53135.48
589.318,38.21,,589.318,20310.38,,589.318,16915.49,,589.318,2708.09,,589.318,177.89,,589.318,20,,589.318,16.27,,589.318,-51.64,,589.318,54023.01,,589.318,5718.24,,589.318,53880.48
589.561,81.19,,589.561,17633.03,,589.561,17452.75,,589.561,2577.36,,589.561,161.78,,589.561,113.12,,589.561,95.07,,589.561,-14.03,,589.561,53922.72,,589.561,5274.1,,589.561,53778.4
589.804,109.84,,589.804,15792.02,,589.804,17026.52,,589.804,2702.72,,589.804,127.75,,589.804,93.42,,589.804,168.49,,589.804,-65.96,,589.804,53555.59,,589.804,5146.95,,589.804,53482.91
590.047,91.93,,590.047,12957.07,,590.047,16168.7,,590.047,2571.98,,590.047,104.47,,590.047,59.4,,590.047,-37.46,,590.047,41.49,,590.047,53433.81,,590.047,4727.89,,590.047,53131.9
590.29,136.7,,590.29,10127.5,,590.29,15207,,590.29,2609.59,,590.29,109.84,,590.29,98.8,,590.29,109.39,,590.29,18.21,,590.29,53627.22,,590.29,4319.57,,590.29,53642.3
590.532,75.81,,590.532,7256.74,,590.532,14164.72,,590.532,2443.04,,590.532,82.98,,590.532,-6.86,,590.532,25.22,,590.532,9.25,,590.532,53376.5,,590.532,4181.68,,590.532,53312.78
590.775,158.19,,590.775,4864.14,,590.775,12724.86,,590.775,2382.15,,590.775,138.49,,590.775,111.33,,590.775,157.75,,590.775,68.35,,590.775,54006.89,,590.775,4156.6,,590.775,53543.8
591.018,186.85,,591.018,3055.37,,591.018,11644.97,,591.018,2269.33,,591.018,72.23,,591.018,111.33,,591.018,114.76,,591.018,109.54,,591.018,53546.64,,591.018,3995.43,,591.018,53507.98
591.261,192.22,,591.261,2029.2,,591.261,11009.21,,591.261,2246.05,,591.261,84.77,,591.261,148.94,,591.261,55.67,,591.261,127.45,,591.261,53424.86,,591.261,4033.03,,591.261,53443.51
591.504,134.91,,591.504,1205.4,,591.504,10799.68,,591.504,2172.62,,591.504,70.44,,591.504,111.33,,591.504,-7.01,,591.504,-1.49,,591.504,53195.63,,591.504,4101.09,,591.504,53529.47
591.746,104.47,,591.746,908.12,,591.746,10668.94,,591.746,2163.67,,591.746,88.35,,591.746,82.68,,591.746,114.76,,591.746,18.21,,591.746,53389.04,,591.746,4487.91,,591.746,53658.42
591.989,163.57,,591.989,664.56,,591.989,11152.48,,591.989,2287.24,,591.989,127.75,,591.989,163.27,,591.989,120.14,,591.989,84.47,,591.989,53926.3,,591.989,4704.61,,591.989,53767.66
592.232,102.68,,592.232,412.05,,592.232,11404.99,,592.232,2124.27,,592.232,82.98,,592.232,52.23,,592.232,30.59,,592.232,-57.01,,592.232,53639.76,,592.232,5014.43,,592.232,53678.11
592.474,156.4,,592.474,447.87,,592.474,12128.5,,592.474,2226.35,,592.474,226.25,,592.474,197.29,,592.474,62.83,,592.474,5.67,,592.474,53313.82,,592.474,5494.38,,592.474,53674.53
592.717,145.66,,592.717,354.74,,592.717,12569.05,,592.717,2083.08,,592.717,226.25,,592.717,91.63,,592.717,109.39,,592.717,5.67,,592.717,53406.95,,592.717,6004.78,,592.717,53165.93
592.96,201.17,,592.96,363.7,,592.96,13136.76,,592.96,2095.61,,592.96,181.47,,592.96,105.96,,592.96,130.88,,592.96,34.32,,592.96,53682.74,,592.96,6395.19,,592.96,53832.13
593.202,253.11,,593.202,388.77,,593.202,13271.07,,593.202,1957.72,,593.202,168.94,,593.202,79.1,,593.202,55.67,,593.202,-22.98,,593.202,53231.44,,593.202,6780.22,,593.202,53380.83
593.445,290.72,,593.445,311.76,,593.445,13602.38,,593.445,2079.5,,593.445,231.62,,593.445,145.36,,593.445,61.04,,593.445,122.08,,593.445,53972.86,,593.445,6977.22,,593.445,53887.65
593.688,149.24,,593.688,268.78,,593.688,13387.48,,593.688,1959.51,,593.688,113.42,,593.688,88.05,,593.688,23.43,,593.688,2.09,,593.688,53516.19,,593.688,6769.48,,593.688,53362.92
593.93,194.01,,593.93,308.18,,593.93,13550.45,,593.93,1966.67,,593.93,113.42,,593.93,104.17,,593.93,129.09,,593.93,98.8,,593.93,53089.96,,593.93,6835.74,,593.93,53373.67
594.173,167.15,,594.173,188.19,,594.173,13937.28,,594.173,1982.79,,594.173,181.47,,594.173,150.73,,594.173,61.04,,594.173,12.83,,594.173,53904.81,,594.173,6629.79,,594.173,53674.53
594.415,165.36,,594.415,236.54,,594.415,14112.78,,594.415,1932.64,,594.415,66.86,,594.415,-28.36,,594.415,16.27,,594.415,134.61,,594.415,53983.61,,594.415,6140.88,,594.415,53739
594.658,151.03,,594.658,175.65,,594.658,14449.46,,594.658,1871.75,,594.658,109.84,,594.658,134.61,,594.658,89.69,,594.658,89.84,,594.658,53795.57,,594.658,5361.86,,594.658,53728.26
594.9,106.26,,594.9,265.2,,594.9,14933,,594.9,1853.85,,594.9,111.63,,594.9,66.56,,594.9,-7.01,,594.9,79.1,,594.9,53874.36,,594.9,5182.77,,594.9,53944.95
595.143,131.33,,595.143,155.95,,595.143,14345.59,,595.143,1861.01,,595.143,133.12,,595.143,16.42,,595.143,-58.95,,595.143,37.91,,595.143,53568.13,,595.143,4593.57,,595.143,53678.11
595.385,143.87,,595.385,129.09,,595.385,13503.89,,595.385,1791.17,,595.385,109.84,,595.385,32.53,,595.385,28.8,,595.385,-1.49,,595.385,53424.86,,595.385,4027.66,,595.385,53878.69
595.628,77.6,,595.628,155.95,,595.628,12671.13,,595.628,1751.77,,595.628,84.77,,595.628,-28.36,,595.628,-82.23,,595.628,9.25,,595.628,53711.4,,595.628,3626.51,,595.628,53882.27
595.87,152.82,,595.87,136.26,,595.87,11610.94,,595.87,1800.12,,595.87,95.51,,595.87,129.24,,595.87,104.02,,595.87,59.4,,595.87,53093.55,,595.87,3476.07,,595.87,53250.1
596.112,138.49,,596.112,123.72,,596.112,10523.88,,596.112,1766.09,,596.112,56.11,,596.112,70.14,,596.112,52.08,,596.112,97.01,,596.112,54146.58,,596.112,3117.9,,596.112,53814.22
596.355,154.61,,596.355,98.65,,596.355,9506.67,,596.355,1794.75,,596.355,138.49,,596.355,30.74,,596.355,12.69,,596.355,79.1,,596.355,53793.78,,596.355,3006.87,,596.355,53991.52
596.597,156.4,,596.597,120.14,,596.597,8738.39,,596.597,1723.11,,596.597,74.02,,596.597,70.14,,596.597,27.01,,596.597,16.42,,596.597,53843.92,,596.597,2892.25,,596.597,53841.08
596.84,152.82,,596.84,91.48,,596.84,8614.82,,596.84,1660.43,,596.84,40,,596.84,36.12,,596.84,18.06,,596.84,-31.94,,596.84,54137.62,,596.84,2670.18,,596.84,53739
597.082,143.87,,597.082,170.28,,597.082,8313.95,,597.082,1903.99,,597.082,-40.59,,597.082,50.44,,597.082,-17.76,,597.082,43.28,,597.082,54060.61,,597.082,2766.89,,597.082,54190.3
597.324,147.45,,597.324,157.75,,597.324,8383.8,,597.324,1968.46,,597.324,136.7,,597.324,79.1,,597.324,10.89,,597.324,-1.49,,597.324,53552.01,,597.324,2677.35,,597.324,53866.16
597.567,172.52,,597.567,102.23,,597.567,8810.02,,597.567,2169.04,,597.567,88.35,,597.567,113.12,,597.567,91.48,,597.567,57.61,,597.567,54160.9,,597.567,2704.21,,597.567,54027.33
597.809,99.09,,597.809,91.48,,597.809,9162.82,,597.809,2297.98,,597.809,-29.85,,597.809,100.59,,597.809,-69.69,,597.809,-39.1,,597.809,54150.16,,597.809,2668.39,,597.809,54109.71
598.051,222.66,,598.051,98.65,,598.051,9714.41,,598.051,2425.13,,598.051,88.35,,598.051,57.61,,598.051,28.8,,598.051,-44.47,,598.051,53863.62,,598.051,2840.32,,598.051,54261.94
598.293,185.06,,598.293,98.65,,598.293,9818.28,,598.293,2478.86,,598.293,91.93,,598.293,46.86,,598.293,68.2,,598.293,71.93,,598.293,53580.66,,598.293,2899.41,,598.293,53728.26
598.536,172.52,,598.536,130.88,,598.536,10113.77,,598.536,2554.08,,598.536,115.21,,598.536,32.53,,598.536,89.69,,598.536,34.32,,598.536,54708.91,,598.536,3384.74,,598.536,54605.78
598.778,188.64,,598.778,96.86,,598.778,10452.25,,598.778,2640.04,,598.778,56.11,,598.778,75.51,,598.778,30.59,,598.778,28.95,,598.778,54017.63,,598.778,3511.89,,598.778,54446.4
599.02,102.68,,599.02,77.16,,599.02,10425.39,,599.02,2629.29,,599.02,68.65,,599.02,118.5,,599.02,18.06,,599.02,-83.87,,599.02,54198.51,,599.02,3873.65,,599.02,54107.92
599.262,134.91,,599.262,220.43,,599.262,10561.49,,599.262,2914.04,,599.262,95.51,,599.262,125.66,,599.262,59.25,,599.262,27.16,,599.262,54230.75,,599.262,4138.69,,599.262,54405.21
599.504,74.02,,599.504,73.57,,599.504,10667.15,,599.504,3034.03,,599.504,-13.73,,599.504,37.91,,599.504,-3.43,,599.504,-64.17,,599.504,54228.96,,599.504,4344.64,,599.504,54381.93
599.746,131.33,,599.746,93.27,,599.746,11036.07,,599.746,3103.87,,599.746,75.81,,599.746,52.23,,599.746,39.55,,599.746,2.09,,599.746,54907.69,,599.746,4615.07,,599.746,54509.08
599.988,97.3,,599.988,107.6,,599.988,11267.09,,599.988,3279.38,,599.988,125.96,,599.988,102.38,,599.988,28.8,,599.988,25.37,,599.988,54837.85,,599.988,4840.71,,599.988,54852.92
600.231,86.56,,600.231,84.32,,600.231,11929.71,,600.231,3359.97,,600.231,120.59,,600.231,80.89,,600.231,86.11,,600.231,64.77,,600.231,55581.06,,600.231,4957.12,,600.231,55542.41
600.473,106.26,,600.473,66.41,,600.473,11761.37,,600.473,3553.38,,600.473,48.95,,600.473,73.72,,600.473,21.64,,600.473,16.42,,600.473,54769.8,,600.473,4627.6,,600.473,54659.51
600.715,54.32,,600.715,21.64,,600.715,11256.35,,600.715,3548.01,,600.715,57.9,,600.715,16.42,,600.715,7.31,,600.715,-89.24,,600.715,54957.84,,600.715,4769.08,,600.715,54813.52
600.957,125.96,,600.957,37.76,,600.957,10745.95,,600.957,3719.93,,600.957,66.86,,600.957,88.05,,600.957,-42.83,,600.957,-17.61,,600.957,55638.37,,600.957,4418.07,,600.957,55621.21
601.199,104.47,,601.199,9.1,,601.199,10208.69,,601.199,3822.01,,601.199,48.95,,601.199,-26.56,,601.199,34.18,,601.199,-1.49,,601.199,55373.32,,601.199,4197.79,,601.199,55574.64
601.441,299.67,,601.441,191.77,,601.441,9236.25,,601.441,3843.5,,601.441,125.96,,601.441,95.21,,601.441,141.63,,601.441,32.53,,601.441,55695.68,,601.441,3696.35,,601.441,55486.89
601.683,249.53,,601.683,-10.6,,601.683,8457.22,,601.683,3882.9,,601.683,61.49,,601.683,66.56,,601.683,127.3,,601.683,-39.1,,601.683,55726.12,,601.683,3391.9,,601.683,55904.16
601.925,236.99,,601.925,59.25,,601.925,7746.25,,601.925,4017.21,,601.925,86.56,,601.925,77.31,,601.925,77.16,,601.925,48.65,,601.925,55613.3,,601.925,3255.8,,601.925,55734.03
602.167,133.12,,602.167,64.62,,602.167,7398.82,,602.167,3999.31,,602.167,88.35,,602.167,-44.47,,602.167,59.25,,602.167,-116.11,,602.167,56035.94,,602.167,2646.9,,602.167,55819.99
602.409,208.34,,602.409,39.55,,602.409,7148.1,,602.409,4085.27,,602.409,-13.73,,602.409,66.56,,602.409,91.48,,602.409,20,,602.409,55835.36,,602.409,2582.43,,602.409,55868.35
602.65,177.89,,602.65,173.86,,602.65,7398.82,,602.65,4357.48,,602.65,59.7,,602.65,141.78,,602.65,84.32,,602.65,52.23,,602.65,56408.44,,602.65,2485.72,,602.65,56034.9
602.892,185.06,,602.892,28.8,,602.892,7508.06,,602.892,4377.18,,602.892,84.77,,602.892,84.47,,602.892,34.18,,602.892,45.07,,602.892,56286.66,,602.892,2200.98,,602.892,56376.95
603.134,217.29,,603.134,46.71,,603.134,7785.65,,603.134,4599.25,,603.134,47.16,,603.134,107.75,,603.134,16.27,,603.134,9.25,,603.134,56370.83,,603.134,2111.43,,603.134,56430.68
603.376,136.7,,603.376,66.41,,603.376,8339.02,,603.376,4651.18,,603.376,95.51,,603.376,186.55,,603.376,157.75,,603.376,-1.49,,603.376,56349.34,,603.376,2258.28,,603.376,56480.82
603.618,138.49,,603.618,14.48,,603.618,8811.81,,603.618,4984.28,,603.618,68.65,,603.618,188.34,,603.618,62.83,,603.618,5.67,,603.618,57004.8,,603.618,2093.52,,603.618,57161.35
603.86,181.47,,603.86,71.78,,603.86,9008.81,,603.86,5030.84,,603.86,84.77,,603.86,247.44,,603.86,216.84,,603.86,-46.26,,603.86,56574.99,,603.86,1969.95,,603.86,56344.72
604.101,113.42,,604.101,41.34,,604.101,9293.56,,604.101,5251.12,,604.101,97.3,,604.101,182.97,,604.101,112.97,,604.101,14.63,,604.101,57015.55,,604.101,1925.18,,604.101,57311.78
604.343,65.07,,604.343,32.38,,604.343,9467.27,,604.343,5165.16,,604.343,16.71,,604.343,165.06,,604.343,118.35,,604.343,-60.59,,604.343,57049.57,,604.343,1898.32,,604.343,57320.74
604.585,195.8,,604.585,78.95,,604.585,9698.29,,604.585,5374.69,,604.585,131.33,,604.585,179.39,,604.585,116.56,,604.585,27.16,,604.585,57400.58,,604.585,1986.07,,604.585,57027.04
604.827,75.81,,604.827,9.1,,604.827,9494.13,,604.827,5322.76,,604.827,-29.85,,604.827,91.63,,604.827,-5.22,,604.827,-30.15,,604.827,57538.48,,604.827,1918.02,,604.827,57435.35
605.068,176.1,,605.068,87.9,,605.068,10069,,605.068,5754.36,,605.068,158.19,,605.068,191.92,,605.068,53.88,,605.068,48.65,,605.068,57513.41,,605.068,2102.48,,605.068,57399.54
605.31,120.59,,605.31,-26.71,,605.31,10099.45,,605.31,5509.01,,605.31,-65.67,,605.31,134.61,,605.31,-44.62,,605.31,-46.26,,605.31,57235.82,,605.31,2113.22,,605.31,57317.16
605.552,120.59,,605.552,78.95,,605.552,10373.45,,605.552,5899.42,,605.552,127.75,,605.552,208.04,,605.552,121.93,,605.552,55.82,,605.552,57991.57,,605.552,2116.81,,605.552,58001.27
605.794,79.4,,605.794,-15.97,,605.794,10258.83,,605.794,5990.75,,605.794,-11.94,,605.794,150.73,,605.794,21.64,,605.794,41.49,,605.794,57930.68,,605.794,2279.77,,605.794,57879.49
606.035,61.49,,606.035,18.06,,606.035,10178.25,,606.035,5985.38,,606.035,68.65,,606.035,107.75,,606.035,61.04,,606.035,5.67,,606.035,57346.86,,606.035,2328.13,,606.035,57288.5
606.277,7.76,,606.277,14.48,,606.277,10223.02,,606.277,6356.09,,606.277,18.51,,606.277,28.95,,606.277,-67.9,,606.277,-33.73,,606.277,57964.71,,606.277,2369.32,,606.277,58209.01
606.518,206.55,,606.518,46.71,,606.518,9567.56,,606.518,6493.98,,606.518,-13.73,,606.518,107.75,,606.518,66.41,,606.518,59.4,,606.518,58217.22,,606.518,2607.5,,606.518,57963.66
606.76,170.73,,606.76,23.43,,606.76,8684.66,,606.76,6624.72,,606.76,61.49,,606.76,71.93,,606.76,37.76,,606.76,48.65,,606.76,57964.71,,606.76,2663.02,,606.76,57922.47
607.002,177.89,,607.002,59.25,,607.002,7936.08,,607.002,6778.73,,607.002,34.62,,607.002,64.77,,607.002,66.41,,607.002,48.65,,607.002,58206.47,,607.002,2852.85,,607.002,58398.84
607.243,129.54,,607.243,39.55,,607.243,6849.02,,607.243,6463.54,,607.243,27.46,,607.243,68.35,,607.243,18.06,,607.243,55.82,,607.243,58118.72,,607.243,2997.91,,607.243,58142.75
607.485,163.57,,607.485,59.25,,607.485,6381.61,,607.485,6130.44,,607.485,142.08,,607.485,61.19,,607.485,107.6,,607.485,46.86,,607.485,58269.15,,607.485,3241.47,,607.485,58355.86
607.726,159.98,,607.726,82.53,,607.726,5674.21,,607.726,5460.65,,607.726,68.65,,607.726,93.42,,607.726,-10.6,,607.726,-46.26,,607.726,58073.95,,607.726,3538.75,,607.726,58287.81
607.968,195.8,,607.968,118.35,,607.968,5242.61,,607.968,4846.39,,607.968,52.53,,607.968,86.26,,607.968,-3.43,,607.968,16.42,,607.968,58107.97,,607.968,3807.38,,607.968,58022.76
608.209,177.89,,608.209,10.89,,608.209,4947.12,,608.209,4092.43,,608.209,97.3,,608.209,93.42,,608.209,43.13,,608.209,9.25,,608.209,58107.97,,608.209,4339.27,,608.209,58250.2
608.451,199.38,,608.451,139.84,,608.451,4995.48,,608.451,3512.19,,608.451,111.63,,608.451,123.87,,608.451,86.11,,608.451,123.87,,608.451,58561.06,,608.451,4808.48,,608.451,58155.28
608.692,109.84,,608.692,147,,608.692,4789.53,,608.692,3073.43,,608.692,65.07,,608.692,77.31,,608.692,9.1,,608.692,52.23,,608.692,58525.25,,608.692,5331.41,,608.692,58346.91
608.933,151.03,,608.933,61.04,,608.933,4816.39,,608.933,2985.67,,608.933,95.51,,608.933,32.53,,608.933,82.53,,608.933,123.87,,608.933,58435.7,,608.933,6067.46,,608.933,58470.48
609.175,211.92,,609.175,43.13,,609.175,5058.16,,609.175,2430.51,,609.175,95.51,,609.175,39.7,,609.175,61.04,,609.175,-42.68,,609.175,58312.13,,609.175,7075.72,,609.175,58216.17
609.416,159.98,,609.416,136.26,,609.416,4979.36,,609.416,2358.87,,609.416,177.89,,609.416,104.17,,609.416,44.92,,609.416,21.79,,609.416,58480.48,,609.416,8614.07,,609.416,58531.37
609.658,235.2,,609.658,121.93,,609.658,5142.33,,609.658,2161.88,,609.658,63.28,,609.658,73.72,,609.658,27.01,,609.658,46.86,,609.658,58525.25,,609.658,10897.43,,609.658,58608.37
609.899,190.43,,609.899,89.69,,609.899,5172.77,,609.899,2242.46,,609.899,82.98,,609.899,46.86,,609.899,82.53,,609.899,39.7,,609.899,58969.38,,609.899,14249.93,,609.899,58930.73
610.14,177.89,,610.14,157.75,,610.14,5052.78,,610.14,2142.18,,610.14,124.17,,610.14,138.2,,610.14,150.58,,610.14,107.75,,610.14,58530.62,,610.14,19004.68,,610.14,58465.1
610.382,186.85,,610.382,238.33,,610.382,5396.63,,610.382,2129.64,,610.382,202.96,,610.382,199.08,,610.382,182.82,,610.382,61.19,,610.382,59184.29,,610.382,25978.32,,610.382,59068.63
610.623,265.65,,610.623,356.53,,610.623,5246.2,,610.623,2265.75,,610.623,183.27,,610.623,184.76,,610.623,215.05,,610.623,111.33,,610.623,58967.59,,610.623,32688.7,,610.623,59093.7
610.864,220.87,,610.864,320.71,,610.864,5545.27,,610.864,2088.45,,610.864,258.48,,610.864,213.41,,610.864,170.28,,610.864,5.67,,610.864,59263.08,,610.864,39458.18,,610.864,59140.26
611.105,222.66,,611.105,444.28,,611.105,5507.66,,611.105,2206.65,,611.105,339.07,,611.105,191.92,,611.105,157.75,,611.105,98.8,,611.105,59435.01,,611.105,46797.15,,611.105,59312.18
611.347,235.2,,611.347,403.09,,611.347,5539.9,,611.347,2167.25,,611.347,303.25,,611.347,184.76,,611.347,249.08,,611.347,18.21,,611.347,59257.71,,611.347,52973.86,,611.347,58932.52
611.588,238.78,,611.588,340.41,,611.588,5568.55,,611.588,2269.33,,611.588,238.78,,611.588,179.39,,611.588,157.75,,611.588,9.25,,611.588,59402.77,,611.588,57388.34,,611.588,59312.18
611.829,253.11,,611.829,421,,611.829,5779.88,,611.829,2169.04,,611.829,195.8,,611.829,179.39,,611.829,163.12,,611.829,23.58,,611.829,59024.9,,611.829,58899.84,,611.829,58830.44
612.07,292.51,,612.07,395.93,,612.07,5572.13,,612.07,2151.13,,612.07,201.17,,612.07,107.75,,612.07,159.54,,612.07,41.49,,612.07,59245.18,,612.07,59598.27,,612.07,59022.06
612.311,253.11,,612.311,363.7,,612.311,5548.85,,612.311,2228.14,,612.311,102.68,,612.311,236.69,,612.311,159.54,,612.311,73.72,,612.311,59073.25,,612.311,59238.31,,612.311,58842.98
612.553,231.62,,612.553,283.11,,612.553,4984.73,,612.553,2226.35,,612.553,213.71,,612.553,97.01,,612.553,138.05,,612.553,-5.07,,612.553,58786.71,,612.553,57626.53,,612.553,58760.6
612.794,233.41,,612.794,318.92,,612.794,4719.68,,612.794,2335.59,,612.794,102.68,,612.794,147.15,,612.794,141.63,,612.794,61.19,,612.794,58648.82,,612.794,54401.18,,612.794,58778.51
613.035,251.32,,613.035,367.28,,613.035,4230.77,,613.035,2263.95,,613.035,245.95,,613.035,193.71,,613.035,145.21,,613.035,111.33,,613.035,58562.85,,613.035,49479.87,,613.035,58212.59
613.276,235.2,,613.276,261.62,,613.276,4173.47,,613.276,2276.49,,613.276,183.27,,613.276,147.15,,613.276,39.55,,613.276,73.72,,613.276,58677.47,,613.276,45294.62,,613.276,58522.41
613.517,176.1,,613.517,266.99,,613.517,3711.42,,613.517,2217.39,,613.517,167.15,,613.517,104.17,,613.517,82.53,,613.517,-28.36,,613.517,58054.25,,613.517,40776.26,,613.517,57995.9
613.758,294.3,,613.758,404.89,,613.758,3890.51,,613.758,2271.12,,613.758,179.68,,613.758,252.81,,613.758,229.38,,613.758,172.22,,613.758,57850.09,,613.758,37323.47,,613.758,58033.5
613.999,154.61,,613.999,218.64,,613.999,3811.71,,613.999,2066.96,,613.999,81.19,,613.999,27.16,,613.999,16.27,,613.999,-44.47,,613.999,58181.4,,613.999,34454.5,,613.999,57795.32
614.24,217.29,,614.24,211.47,,614.24,3872.6,,614.24,2059.8,,614.24,106.26,,614.24,32.53,,614.24,100.44,,614.24,70.14,,614.24,57776.66,,614.24,31596.27,,614.24,57730.85
614.481,170.73,,614.481,150.58,,614.481,3926.33,,614.481,2120.69,,614.481,127.75,,614.481,70.14,,614.481,114.76,,614.481,11.04,,614.481,57425.65,,614.481,29008.47,,614.481,57689.66
614.722,197.59,,614.722,222.22,,614.722,4117.95,,614.722,2186.95,,614.722,91.93,,614.722,131.03,,614.722,139.84,,614.722,18.21,,614.722,57393.42,,614.722,26631.99,,614.722,57573.25
614.963,202.96,,614.963,236.54,,614.963,4246.89,,614.963,2170.83,,614.963,176.1,,614.963,156.1,,614.963,91.48,,614.963,50.44,,614.963,57574.3,,614.963,24393.4,,614.963,57702.19
615.204,211.92,,615.204,114.76,,615.204,4451.05,,615.204,2201.27,,615.204,177.89,,615.204,143.57,,615.204,89.69,,615.204,37.91,,615.204,57389.84,,615.204,22704.62,,615.204,57748.76
615.445,65.07,,615.445,96.86,,615.445,4434.93,,615.445,2122.48,,615.445,97.3,,615.445,27.16,,615.445,27.01,,615.445,-80.29,,615.445,57097.93,,615.445,20455.29,,615.445,57182.84
615.686,152.82,,615.686,84.32,,615.686,4468.96,,615.686,2203.07,,615.686,111.63,,615.686,-3.28,,615.686,-15.97,,615.686,20,,615.686,56940.33,,615.686,18723.52,,615.686,57089.72
615.927,215.5,,615.927,170.28,,615.927,4549.55,,615.927,2029.35,,615.927,229.83,,615.927,123.87,,615.927,107.6,,615.927,34.32,,615.927,56820.34,,615.927,16877.13,,615.927,56548.88
616.167,111.63,,616.167,166.7,,616.167,4578.2,,616.167,1895.04,,616.167,174.31,,616.167,139.99,,616.167,95.07,,616.167,64.77,,616.167,56813.18,,616.167,15431.9,,616.167,56530.97
616.408,97.3,,616.408,77.16,,616.408,4504.78,,616.408,1735.65,,616.408,186.85,,616.408,14.63,,616.408,86.11,,616.408,18.21,,616.408,56231.15,,616.408,13691.18,,616.408,56224.73
616.649,152.82,,616.649,71.78,,616.649,4601.48,,616.649,1803.7,,616.649,213.71,,616.649,43.28,,616.649,30.59,,616.649,-8.66,,616.649,56463.96,,616.649,12036.42,,616.649,56436.05
616.89,151.03,,616.89,120.14,,616.89,4671.33,,616.89,1692.67,,616.89,188.64,,616.89,34.32,,616.89,59.25,,616.89,2.09,,616.89,56213.24,,616.89,11053.23,,616.89,56289.2
617.131,149.24,,617.131,66.41,,617.131,4687.45,,617.131,1689.09,,617.131,251.32,,617.131,48.65,,617.131,30.59,,617.131,45.07,,617.131,56383.37,,617.131,9874.84,,617.131,56222.94
617.372,133.12,,617.372,39.55,,617.372,4612.23,,617.372,1545.82,,617.372,224.46,,617.372,70.14,,617.372,64.62,,617.372,11.04,,617.372,55917.74,,617.372,8959.71,,617.372,55970.43
617.612,147.45,,617.612,62.83,,617.612,4531.64,,617.612,1631.78,,617.612,394.59,,617.612,136.4,,617.612,55.67,,617.612,12.83,,617.612,55693.89,,617.612,8035.62,,617.612,56063.55
617.853,61.49,,617.853,69.99,,617.853,4343.6,,617.853,1590.59,,617.853,262.06,,617.853,32.53,,617.853,7.31,,617.853,-1.49,,617.853,55942.82,,617.853,7312.11,,617.853,56008.03
618.094,134.91,,618.094,116.56,,618.094,4322.11,,618.094,1427.62,,618.094,410.71,,618.094,18.21,,618.094,14.48,,618.094,25.37,,618.094,55459.28,,618.094,6558.16,,618.094,55558.53
618.334,84.77,,618.334,114.76,,618.334,3985.43,,618.334,1432.99,,618.334,344.44,,618.334,36.12,,618.334,32.38,,618.334,-57.01,,618.334,55330.34,,618.334,6079.99,,618.334,55651.65
618.575,115.21,,618.575,111.18,,618.575,4005.13,,618.575,1397.18,,618.575,281.76,,618.575,114.91,,618.575,80.74,,618.575,-15.82,,618.575,55824.62,,618.575,5784.5,,618.575,55614.04
618.816,68.65,,618.816,37.76,,618.816,3557.41,,618.816,1364.94,,618.816,287.14,,618.816,114.91,,618.816,-8.81,,618.816,-33.73,,618.816,55357.2,,618.816,5401.26,,618.816,55391.98
619.056,154.61,,619.056,102.23,,619.056,3523.38,,619.056,1404.34,,619.056,224.46,,619.056,95.21,,619.056,19.85,,619.056,66.56,,619.056,55840.74,,619.056,5193.52,,619.056,56045.64
619.297,134.91,,619.297,132.67,,619.297,3294.15,,619.297,1270.02,,619.297,213.71,,619.297,102.38,,619.297,87.9,,619.297,-12.24,,619.297,55290.94,,619.297,4876.53,,619.297,55297.06
619.538,174.31,,619.538,123.72,,619.538,3480.4,,619.538,1318.38,,619.538,219.08,,619.538,71.93,,619.538,86.11,,619.538,57.61,,619.538,55215.72,,619.538,4838.92,,619.538,55336.46
619.778,52.53,,619.778,86.11,,619.778,3233.26,,619.778,1218.09,,619.778,235.2,,619.778,75.51,,619.778,118.35,,619.778,-5.07,,619.778,55047.38,,619.778,4575.67,,619.778,55085.74
620.019,118.79,,620.019,50.29,,620.019,3428.47,,620.019,1180.48,,620.019,168.94,,620.019,46.86,,620.019,-12.39,,620.019,-31.94,,620.019,55307.06,,620.019,4498.66,,620.019,55064.25
